Product Name*,Categories*,Product Description,Price*,Discounted Price,Variant SKU Code,Variant Label 1,Variant Value 1,Variant Label 2,Variant Value 2,Tax Value (%),HSN,Product Weight (kg),Image links (up to 24 for each product group),GTIN,Google product category
Compatible - International Space Station (ISS) (21321),Ideas,<p>Build your own International Space Station (ISS). This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,21321,,,,,18,95030030,0.5,"/images/compatible___international_space_station__iss___21321_.jpg,/images/compatible___international_space_station__iss___21321__1.jpg",,
Compatible - Williams Racing FW14B & Nigel Mansell (10353),Icons,<p>Build your own Williams Racing FW14B &amp; Nigel Mansell. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,10353,,,,,18,95030030,0.5,"/images/compatible___williams_racing_fw14b___nigel_mansell__10353_.jpg,/images/compatible___williams_racing_fw14b___nigel_mansell__10353__1.jpg",,
Compatible - How to Train Your Dragon - Toothless (10375),Icons,<p>Build your own How to Train Your Dragon - Toothless. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,10375,,,,,18,95030030,0.5,"/images/compatible___how_to_train_your_dragon___toothless__10375_.jpg,/images/compatible___how_to_train_your_dragon___toothless__10375__1.jpg",,
Compatible - The Mandalorian Helmet (75328),Star Wars,<p>Build your own The Mandalorian Helmet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2899.0,,75328,,,,,18,95030030,0.5,"/images/compatible___the_mandalorian_helmet__75328_.jpg,/images/compatible___the_mandalorian_helmet__75328__1.jpg",,
Compatible - Kylo Ren Helmet (75415),Star Wars,<p>Build your own Kylo Ren Helmet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2899.0,,75415,,,,,18,95030030,0.5,/images/compatible___kylo_ren_helmet__75415_.jpg,,
Compatible - McLaren MP4/4 & Ayrton Senna (10330),Icons,<p>Build your own McLaren MP4/4 &amp; Ayrton Senna. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2799.0,,10330,,,,,18,95030030,0.5,"/images/compatible___mclaren_mp4_4___ayrton_senna__10330_.jpg,/images/compatible___mclaren_mp4_4___ayrton_senna__10330__1.jpg",,
Compatible - McLaren Senna GTR (42123),Technic,<p>Build your own McLaren Senna GTR. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2699.0,,42123,,,,,18,95030030,0.5,/images/compatible___mclaren_senna_gtr__42123_.jpg,,
Compatible - Auspicious Dragon (80112),Others,<p>Build your own Auspicious Dragon. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2999.0,,80112,,,,,18,95030030,0.5,"/images/compatible___auspicious_dragon__80112_.jpg,/images/compatible___auspicious_dragon__80112__1.jpg",,
Compatible - Bouquet of Roses (10328),Botanicals,<p>Build your own Bouquet of Roses. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2699.0,,10328,,,,,18,95030030,0.5,"/images/compatible___bouquet_of_roses__10328_.jpg,/images/compatible___bouquet_of_roses__10328__1.jpg",,
Compatible - Scout Trooper Helmet (75305),Star Wars,<p>Build your own Scout Trooper Helmet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2499.0,,75305,,,,,18,95030030,0.5,"/images/compatible___scout_trooper_helmet__75305_.jpg,/images/compatible___scout_trooper_helmet__75305__1.jpg",,
Compatible - The Avengers Quinjet (76248),Marvel,<p>Build your own The Avengers Quinjet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2499.0,,76248,,,,,18,95030030,0.5,/images/compatible___the_avengers_quinjet__76248_.jpg,,
Compatible - Stitch (43249),Disney,<p>Build your own Stitch. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2499.0,,43249,,,,,18,95030030,0.5,"/images/compatible___stitch__43249_.jpg,/images/compatible___stitch__43249__1.jpg",,
Compatible - Succulents (10309),Creator,<p>Build your own Succulents. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2499.0,,10309,,,,,18,95030030,0.5,/images/compatible___succulents__10309_.jpg,,
Compatible - Flower Bouquet (10280),Botanicals,<p>Build your own Flower Bouquet. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2499.0,,10280,,,,,18,95030030,0.5,"/images/compatible___flower_bouquet__10280_.jpg,/images/compatible___flower_bouquet__10280__1.jpg",,
Compatible - The Lord of the Rings: Fell Beast (40693),The Lord of the Rings,<p>Build your own The Lord of the Rings: Fell Beast. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2299.0,,40693,,,,,18,95030030,0.5,"/images/compatible___the_lord_of_the_rings__fell_beast__40693_.jpg,/images/compatible___the_lord_of_the_rings__fell_beast__40693__1.jpg",,
Compatible - Batman Cowl (76182),DC,<p>Build your own Batman Cowl. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,2199.0,,76182,,,,,18,95030030,0.5,/images/compatible___batman_cowl__76182_.jpg,,
Compatible - Game Boy (72046),Super Mario,<p>Build your own Game Boy. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,1999.0,,72046,,,,,18,95030030,0.5,"/images/compatible___game_boy__72046_.jpg,/images/compatible___game_boy__72046__1.jpg",,
Compatible - Polaroid OneStep SX-70 Camera (21345),Ideas,<p>Build your own Polaroid OneStep SX-70 Camera. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,1999.0,,21345,,,,,18,95030030,0.5,"/images/compatible___polaroid_onestep_sx_70_camera__21345_.jpg,/images/compatible___polaroid_onestep_sx_70_camera__21345__1.jpg",,
Compatible - Avengers: Endgame Final Battle (76323),Marvel,<p>Build your own Avengers: Endgame Final Battle. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,1999.0,,76323,,,,,18,95030030,0.5,/images/compatible___avengers__endgame_final_battle__76323_.jpg,,
Compatible - I am Groot (76217),Marvel,<p>Build your own I am Groot. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,1999.0,,76217,,,,,18,95030030,0.5,"/images/compatible___i_am_groot__76217_.jpg,/images/compatible___i_am_groot__76217__1.jpg",,
Compatible - Up House (43217),Disney,<p>Build your own Up House. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,1999.0,,43217,,,,,18,95030030,0.5,"/images/compatible___up_house__43217_.jpg,/images/compatible___up_house__43217__1.jpg",,
Compatible - Hagrid & Harrys Motorcycle Ride (76443),Harry Potter,<p>Build your own Hagrid &amp; Harrys Motorcycle Ride. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,1799.0,,76443,,,,,18,95030030,0.5,"/images/compatible___hagrid___harrys_motorcycle_ride__76443_.jpg,/images/compatible___hagrid___harrys_motorcycle_ride__76443__1.jpg",,
Compatible - Wall-E (21303),Ideas,<p>Build your own Wall-E. This high-quality compatible building block set offers an engaging building experience and makes a perfect display piece for fans and collectors.</p>,1699.0,,21303,,,,,18,95030030,0.5,"/images/compatible___wall_e__21303_.jpg,/images/compatible___wall_e__21303__1.jpg",,
CaDA Barcelona Spotify Camp Nou,CaDA,<p>728 pcs | Status: In Stock</p>,4999.0,,C66023W,,,,,18,95030030,0.5,/images/cada_barcelona_spotify_camp_nou.jpg,,
CaDA SUZUKI Hayabusa,CaDA,<p>1043 pcs | Status: Pre-Book</p>,4999.0,,C64051W,,,,,18,95030030,0.5,/images/cada_suzuki_hayabusa.jpg,,
CaDA Porsche RUF GT 1:10,CaDA,<p>1655 pcs | Status: Pre-Book</p>,6999.0,,C63006W,,,,,18,95030030,0.5,/images/cada_porsche_ruf_gt_1_10.jpg,,
CaDA Smiling Assassin Sprint 1:10,CaDA,<p>3617 pcs | Status: Pre-Book</p>,10999.0,,C61513,,,,,18,95030030,0.5,/images/cada_smiling_assassin_sprint_1_10.jpg,,
CaDA Lotus Cars Exige Cup 430,CaDA,<p>3730 pcs | Status: Pre-Book</p>,10999.0,,C61511,,,,,18,95030030,0.5,/images/cada_lotus_cars_exige_cup_430.jpg,,
CaDA Lamborghini Centenario 1:8,CaDA,<p>3789 pcs | Status: Pre-Book</p>,10999.0,,C61041,,,,,18,95030030,0.5,/images/cada_lamborghini_centenario_1_8.jpg,,
CaDA Humvee Vehicle 1:8,CaDA,<p>3935 pcs | Status: Pre-Book</p>,11999.0,,C61036W,,,,,18,95030030,0.5,/images/cada_humvee_vehicle_1_8.jpg,,
CaDA Koenigsegg Fantasma,CaDA,<p>4346 pcs | Status: Pre-Book</p>,11999.0,,C61048,,,,,18,95030030,0.5,/images/cada_koenigsegg_fantasma.jpg,,
CaDA Ferrari Laferrari,CaDA,<p>4739 pcs | Status: Pre-Book</p>,13999.0,,C61505W,,,,,18,95030030,0.5,/images/cada_ferrari_laferrari.jpg,,
CaDA Mazda RX7,CaDA,<p>3305 pcs | Status: Pre-Book</p>,14999.0,,C61502,,,,,18,95030030,0.5,/images/cada_mazda_rx7.jpg,,
CaDA Mercedes-AMG ONE,CaDA,<p>3295 pcs | Status: Pre-Book</p>,19999.0,,C61503W,,,,,18,95030030,0.5,/images/cada_mercedes_amg_one.jpg,,
CaDA DongFeng-21D Anti-Ship Ballistic Missile,CaDA,<p>6351 pcs | Status: Pre-Book</p>,21999.0,,C56031W,,,,,18,95030030,0.5,/images/cada_dongfeng_21d_anti_ship_ballistic_missile.jpg,,
CaDA 1:24 MAZDA 787B,CaDA,<p>242 pcs | Status: Pre-Book</p>,1199.0,,C55029W,,,,,18,95030030,0.5,/images/cada_1_24_mazda_787b.jpg,,
CaDA Shelby Mustang GT350-H,CaDA,<p>199 pcs | Status: Pre-Book</p>,1199.0,,C55034W,,,,,18,95030030,0.5,/images/cada_shelby_mustang_gt350_h.jpg,,
CaDA Audi R8 Coupe,CaDA,<p>199 pcs | Status: In Stock</p>,1199.0,,C55027W,,,,,18,95030030,0.5,/images/cada_audi_r8_coupe.jpg,,
CaDA Maserati GT2,CaDA,<p>240 pcs | Status: In Stock</p>,1199.0,,C55031W,,,,,18,95030030,0.5,/images/cada_maserati_gt2.jpg,,
CaDA Fiat 131 Abarth Racing,CaDA,<p>216 pcs | Status: In Stock</p>,1199.0,,C55035W,,,,,18,95030030,0.5,/images/cada_fiat_131_abarth_racing.jpg,,
CaDA Blaze Car - RC Model,CaDA,<p>295 pcs | Status: In Stock</p>,1799.0,,C51075W,,,,,18,95030030,0.5,/images/cada_blaze_car___rc_model.jpg,,
CaDA Evo Race Car - RC Model,CaDA,<p>289 pcs | Status: In Stock</p>,1799.0,,C51074W,,,,,18,95030030,0.5,/images/cada_evo_race_car___rc_model.jpg,,
CaDA Blue Knight - RC Model,CaDA,<p>325 pcs | Status: In Stock</p>,1799.0,,C51077W,,,,,18,95030030,0.5,/images/cada_blue_knight___rc_model.jpg,,
CaDA 488 Race Car - RC Model,CaDA,<p>306 pcs | Status: In Stock</p>,1799.0,,C51072W,,,,,18,95030030,0.5,/images/cada_488_race_car___rc_model.jpg,,
CaDA Red Shadow Race Car - RC Model,CaDA,<p>328 pcs | Status: Pre-Book</p>,1799.0,,C51085W,,,,,18,95030030,0.5,/images/cada_red_shadow_race_car___rc_model.jpg,,
CaDA Z-Wind RC Super Car - RC Model,CaDA,<p>457 pcs | Status: Pre-Book</p>,2699.0,,C51054W,,,,,18,95030030,0.5,/images/cada_z_wind_rc_super_car___rc_model.jpg,,
CaDA Shelby Mustang GT350-H - RC Model,CaDA,<p>291 pcs | Status: In Stock</p>,1899.0,,C51093W,,,,,18,95030030,0.5,/images/cada_shelby_mustang_gt350_h___rc_model.jpg,,
CaDA RUF CTR 2017 Yellowbird - RC Model,CaDA,<p>222 pcs | Status: Pre-Book</p>,1899.0,,C61079W,,,,,18,95030030,0.5,/images/cada_ruf_ctr_2017_yellowbird___rc_model.jpg,,
CaDA 1:24 BWT ALPINE FORMULA ONE A525,CaDA,<p>300 pcs | Status: In Stock</p>,2199.0,,C55024W,,,,,18,95030030,0.5,/images/cada_1_24_bwt_alpine_formula_one_a525.jpg,,
CaDA Kick Sauber F1 Team C44,CaDA,<p>2553 pcs | Status: Pre-Book</p>,10999.0,,C64010W,,,,,18,95030030,0.5,/images/cada_kick_sauber_f1_team_c44.jpg,,
CaDA BWT ALpine Formula One Team A525,CaDA,<p>2173 pcs | Status: Pre-Book</p>,11999.0,,C64012W,,,,,18,95030030,0.5,/images/cada_bwt_alpine_formula_one_team_a525.jpg,,
CaDa Alfa Romeo F1 Team ORLEN C42,CaDA,<p>1868 pcs | Status: Pre-Book</p>,10999.0,,C64005W,,,,,18,95030030,0.5,/images/cada_alfa_romeo_f1_team_orlen_c42.jpg,,
Lumibricks Newsstand with Lighting,Lumibricks,<p>556 pcs | Status: In Stock</p>,4499.0,,F9023,,,,,18,95030030,0.5,/images/lumibricks_newsstand_with_lighting.jpg,,
Lumibricks Collectible Low Rider,Lumibricks,<p>969 pcs | Status: In Stock</p>,6199.0,,L9093,,,,,18,95030030,0.5,/images/lumibricks_collectible_low_rider.jpg,,
Lumibricks A-Frame Cabin,Lumibricks,<p>2061 pcs | Status: In Stock</p>,9999.0,,F9013,,,,,18,95030030,0.5,/images/lumibricks_a_frame_cabin.jpg,,
Lumibricks Izakaya,Lumibricks,<p>1987 pcs | Status: In Stock</p>,12499.0,,F9073,,,,,18,95030030,0.5,/images/lumibricks_izakaya.jpg,,
Lumibricks Sheriffs Office,Lumibricks,<p>1240 pcs | Status: Pre-Book</p>,7999.0,,F9026,,,,,18,95030030,0.5,/images/lumibricks_sheriffs_office.jpg,,
Lumibricks Wood Cabin,Lumibricks,<p>2097 pcs | Status: In Stock</p>,9999.0,,FH9001,,,,,18,95030030,0.5,/images/lumibricks_wood_cabin.jpg,,
Lumibricks Game Stack,Lumibricks,<p>2580 pcs | Status: Pre-Book</p>,11999.0,,L9095,,,,,18,95030030,0.5,/images/lumibricks_game_stack.jpg,,
Lumibricks Vineyard Estate,Lumibricks,<p>2800 pcs | Status: In Stock</p>,13999.0,,L9086,,,,,18,95030030,0.5,/images/lumibricks_vineyard_estate.jpg,,
Lumibricks Cyber Couture Galleria,Lumibricks,<p>2701 pcs | Status: Pre-Book</p>,13999.0,,17007,,,,,18,95030030,0.5,/images/lumibricks_cyber_couture_galleria.jpg,,
Lumibricks Floating Train Station,Lumibricks,<p>2760 pcs | Status: Pre-Book</p>,14999.0,,L9098,,,,,18,95030030,0.5,/images/lumibricks_floating_train_station.jpg,,
Lumibricks Steampunk Time Rift Library,Lumibricks,<p>3187 pcs | Status: Pre-Book</p>,14999.0,,11012,,,,,18,95030030,0.5,/images/lumibricks_steampunk_time_rift_library.jpg,,
Lumibricks Italian Homestyle Restaurant,Lumibricks,<p>2868 pcs | Status: Pre-Book</p>,15499.0,,15010,,,,,18,95030030,0.5,/images/lumibricks_italian_homestyle_restaurant.jpg,,
Lumibricks Sylvan Inn,Lumibricks,<p>3120 pcs | Status: Pre-Book</p>,15499.0,,20006,,,,,18,95030030,0.5,/images/lumibricks_sylvan_inn.jpg,,
Lumibricks Boxing Club,Lumibricks,<p>3036 pcs | Status: Pre-Book</p>,16299.0,,19009,,,,,18,95030030,0.5,/images/lumibricks_boxing_club.jpg,,
Lumibricks Art Gallery,Lumibricks,<p>3400 pcs | Status: Pre-Book</p>,18999.0,,L9085,,,,,18,95030030,0.5,/images/lumibricks_art_gallery.jpg,,
Lumibricks Skateboard Shop with Lighting,Lumibricks,<p>1573 pcs | Status: Pre-Book</p>,0.0,,F9051,,,,,18,95030030,0.5,/images/lumibricks_skateboard_shop_with_lighting.jpg,,
Lumibricks Book-Cafe,Lumibricks,<p>1718 pcs | Status: Pre-Book</p>,9999.0,,F9031,,,,,18,95030030,0.5,/images/lumibricks_book_cafe.jpg,,
Lumibricks Record Store,Lumibricks,<p>1980 pcs | Status: Pre-Book</p>,0.0,,F9058,,,,,18,95030030,0.5,/images/lumibricks_record_store.jpg,,
Lumibricks Antique Store,Lumibricks,<p>2847 pcs | Status: Pre-Book</p>,0.0,,F9033,,,,,18,95030030,0.5,/images/lumibricks_antique_store.jpg,,
Lumibricks The Sailboat La Brisa,Lumibricks,<p>1640 pcs | Status: Pre-Book</p>,8999.0,,F9074,,,,,18,95030030,0.5,/images/lumibricks_the_sailboat_la_brisa.jpg,,
Lumibricks Barbershop,Lumibricks,<p>2557 pcs | Status: Pre-Book</p>,12999.0,,19012,,,,,18,95030030,0.5,/images/lumibricks_barbershop.jpg,,
GULY Porsche Mission X,Guly,<p>4056 pcs | Status: Pre-Book</p>,11999.0,,10626,,,,,18,95030030,0.5,/images/guly_porsche_mission_x.jpg,,
GULY MINI Modified Car - Dynamic Version,Guly,<p>2550 pcs | Status: Pre-Book</p>,9999.0,,10632,,,,,18,95030030,0.5,/images/guly_mini_modified_car___dynamic_version.jpg,,
GULY McLaren 720s,Guly,<p>3658 pcs | Status: Pre-Book</p>,9999.0,,10625G,,,,,18,95030030,0.5,/images/guly_mclaren_720s.jpg,,
GULY Peugeot Le Mans,Guly,<p>3746 pcs | Status: Pre-Book</p>,10999.0,,10616,,,,,18,95030030,0.5,/images/guly_peugeot_le_mans.jpg,,
GULY Aston Martin Vulcan,Guly,<p>3794 pcs | Status: Pre-Book</p>,9999.0,,10647,,,,,18,95030030,0.5,/images/guly_aston_martin_vulcan.jpg,,
GULY Porsche 963 Sportcar,Guly,<p>3460 pcs | Status: Pre-Book</p>,10999.0,,10615,,,,,18,95030030,0.5,/images/guly_porsche_963_sportcar.jpg,,
GULY Raceforge Gold,Guly,<p>3824 pcs | Status: Pre-Book</p>,10999.0,,10640,,,,,18,95030030,0.5,/images/guly_raceforge_gold.jpg,,
GULY Koenigsegg,Guly,<p>3838 pcs | Status: Pre-Book</p>,10999.0,,10628,,,,,18,95030030,0.5,/images/guly_koenigsegg.jpg,,
GULY Ferrari Falali SF90,Guly,<p>3982 pcs | Status: Pre-Book</p>,10999.0,,10623,,,,,18,95030030,0.5,/images/guly_ferrari_falali_sf90.jpg,,
GULY Nissan GTR Sports Car Technic,Guly,<p>3939 pcs | Status: Pre-Book</p>,10999.0,,10630,,,,,18,95030030,0.5,/images/guly_nissan_gtr_sports_car_technic.jpg,,
GULY Aston Martin Valkyrie,Guly,<p>3328 pcs | Status: Pre-Book</p>,10999.0,,10658,,,,,18,95030030,0.5,/images/guly_aston_martin_valkyrie.jpg,,
